id,title,age_cat,rating_cat,genre_cat,runtime_cat,popularity_cat,score_cat,budget_cat,budget_efficiency_cat,director_age_cat,director_experience_cat,director_is_acclaimed,director_is_panned,director_efficiency_cat,star_age_cat,star_experience_cat,star_is_acclaimed,star_is_panned,star_efficiency_cat
4392,Escape from Planet Earth,old,PG,Animation,short,mid,low,high,mid,adult,low,False,False,none,adult,high,False,True,mid
4393,"For a Good Time, Call...",old,R,Comedy,short,mid,low,low,mid,adult,low,False,False,none,adult,low,False,False,none
4394,Big Miracle,old,PG,Biography,medium,mid,high,high,low,adult,mid,False,True,mid,adult,high,False,True,mid
4395,What Maisie Knew,old,R,Drama,medium,mid,very-high,low,low,adult,low,False,False,high,young,high,True,False,mid
4396,The Devil Inside,old,R,Horror,short,mid,very-low,low,high,adult,low,False,True,high,adult,low,False,False,none
4397,Cocktail,old,Unrated,Comedy,long,mid,low,low,low,adult,low,False,False,none,adult,low,False,False,none
4398,Fun Size,old,PG-13,Adventure,short,mid,very-low,mid,low,adult,low,False,False,none,young,low,False,False,none
4399,Robot & Frank,old,PG-13,Comedy,short,high,high,low,mid,adult,low,False,False,none,adult,low,False,False,none
4400,The Wolf of Wall Street,old,R,Biography,long,very-high,very-high,very-high,high,elderly,high,True,False,mid,young,high,True,False,high
4401,Iron Man 3,old,PG-13,Action,long,very-high,high,very-high,high,adult,low,True,False,mid,adult,high,True,False,mid
4402,The Conjuring,old,R,Horror,medium,very-high,very-high,mid,high,adult,mid,True,False,high,adult,low,False,False,high
4403,Prisoners,old,R,Crime,long,very-high,very-high,high,mid,adult,low,True,False,mid,adult,high,True,False,mid
4404,Thor: The Dark World,old,PG-13,Action,medium,very-high,high,very-high,high,adult,low,False,False,none,adult,low,False,True,mid
4405,The Purge,old,R,Horror,short,very-high,low,low,high,adult,low,False,False,none,adult,high,True,False,mid
4406,Grown Ups 2,old,PG-13,Comedy,medium,very-high,very-low,very-high,high,elderly,high,False,True,high,adult,high,True,True,mid
4407,Fast & Furious 6,old,PG-13,Action,long,very-high,high,very-high,high,adult,mid,False,False,high,adult,high,False,False,mid
4408,Gravity,old,PG-13,Drama,medium,very-high,very-high,very-high,high,adult,mid,True,False,high,adult,high,False,True,high
4409,About Time,old,R,Comedy,long,very-high,very-high,mid,high,adult,low,True,False,high,adult,low,False,False,none
4410,The Hobbit: The Desolation of Smaug,old,PG-13,Adventure,long,very-high,very-high,very-high,high,adult,high,True,False,high,adult,low,True,False,low
4411,Man of Steel,old,PG-13,Action,long,very-high,high,very-high,high,adult,mid,True,False,high,adult,low,False,True,mid
4412,Under the Skin,old,R,Drama,medium,very-high,low,mid,low,adult,low,False,False,mid,elderly,high,True,False,mid
4413,Only Lovers Left Alive,old,R,Comedy,long,high,high,low,mid,elderly,high,True,False,mid,adult,mid,True,False,mid
4414,Her,old,R,Drama,long,very-high,very-high,mid,mid,adult,mid,True,False,mid,young,high,True,False,mid
4415,Snowpiercer,old,R,Action,long,very-high,high,high,mid,adult,low,True,False,mid,adult,low,False,False,mid
4416,We're the Millers,old,R,Comedy,medium,very-high,high,high,high,adult,low,False,False,high,adult,low,False,False,none
4417,Kick-Ass 2,old,R,Action,medium,very-high,high,mid,mid,adult,low,False,False,high,adult,low,True,False,mid
4418,Frozen,old,PG,Animation,medium,very-high,very-high,very-high,high,adult,low,False,False,high,adult,mid,False,True,mid
4419,The Great Gatsby,old,PG-13,Drama,long,very-high,high,very-high,high,adult,mid,True,False,high,young,high,True,False,high
4420,American Hustle,old,R,Crime,long,very-high,high,high,high,adult,high,True,False,high,adult,high,True,False,mid
4421,The Green Inferno,old,R,Adventure,medium,mid,very-low,low,mid,adult,mid,False,False,high,adult,low,False,False,none
4422,Rush,old,R,Action,long,very-high,very-high,high,mid,adult,high,True,True,high,adult,low,False,False,none
4423,Monsters University,old,G,Animation,medium,very-high,high,very-high,high,adult,low,False,False,none,young,high,True,False,high
4424,Don Jon,old,R,Comedy,medium,very-high,high,low,high,adult,low,False,False,none,adult,high,True,False,high
4425,Now You See Me,old,PG-13,Crime,medium,very-high,high,very-high,high,adult,mid,False,False,mid,elderly,mid,True,False,high
4426,Oblivion,old,PG-13,Action,long,very-high,high,very-high,mid,adult,low,False,False,mid,adult,high,True,True,high
4427,Identity Thief,old,R,Comedy,medium,very-high,low,high,high,adult,low,False,False,high,adult,mid,True,True,mid
4428,Star Trek Into Darkness,old,PG-13,Action,long,very-high,very-high,very-high,mid,adult,mid,True,False,high,adult,mid,True,False,mid
4429,The Hunger Games: Catching Fire,old,PG-13,Action,long,very-high,very-high,very-high,high,adult,mid,False,False,high,adult,mid,False,False,high
4430,Homefront,old,R,Action,medium,very-high,high,mid,mid,adult,high,False,False,mid,adult,high,False,True,mid
4431,Movie 43,old,R,Comedy,medium,very-high,very-low,low,high,adult,low,False,False,low,young,low,True,False,high
4432,World War Z,old,PG-13,Action,medium,very-high,high,very-high,high,adult,high,True,False,high,adult,high,True,False,mid
4433,12 Years a Slave,old,R,Biography,long,very-high,very-high,mid,high,adult,low,False,False,mid,young,low,False,False,low
4434,G.I. Joe: Retaliation,old,PG-13,Action,medium,very-high,low,very-high,mid,adult,low,False,False,high,adult,high,False,True,mid
4435,Dallas Buyers Club,old,R,Biography,medium,very-high,very-high,low,high,adult,low,False,False,low,adult,high,True,True,mid
4436,The Secret Life of Walter Mitty,old,PG,Adventure,medium,very-high,high,very-high,mid,adult,mid,False,False,mid,adult,high,False,True,high
4437,Pacific Rim,old,PG-13,Action,long,very-high,high,very-high,mid,adult,high,True,False,mid,adult,low,False,False,mid
4438,The Croods,old,PG,Animation,medium,very-high,high,very-high,high,adult,low,False,False,none,adult,high,True,True,mid
4439,This Is the End,old,R,Comedy,medium,very-high,high,high,high,adult,low,False,False,none,adult,mid,True,False,mid
4440,The Way Way Back,old,PG-13,Comedy,medium,very-high,very-high,low,high,adult,low,False,False,none,adult,high,True,True,high
4441,The Internship,old,PG-13,Comedy,medium,very-high,low,high,mid,adult,high,False,False,high,adult,high,False,True,mid
4442,Elysium,old,R,Action,medium,very-high,high,very-high,mid,adult,low,True,False,high,adult,high,True,False,mid
4443,Hansel & Gretel: Witch Hunters,old,R,Action,short,very-high,low,high,high,adult,low,False,False,mid,adult,mid,True,False,mid
4444,Captain Phillips,old,PG-13,Adventure,long,very-high,very-high,high,high,adult,mid,True,False,high,adult,high,True,False,high
4445,Evil Dead,old,R,Horror,medium,very-high,high,mid,high,adult,low,False,False,none,adult,low,False,False,none
4446,White House Down,old,PG-13,Action,long,very-high,low,very-high,mid,adult,high,False,True,high,adult,mid,False,False,high
4447,Olympus Has Fallen,old,R,Action,medium,very-high,high,very-high,mid,adult,high,True,False,mid,young,high,True,True,mid
4448,Lone Survivor,old,R,Action,long,very-high,very-high,high,high,adult,high,False,False,mid,adult,high,True,True,mid
4449,Oz the Great and Powerful,old,PG,Adventure,long,very-high,low,very-high,mid,adult,high,True,False,high,adult,mid,True,False,mid
4450,Pain & Gain,old,R,Action,long,very-high,high,mid,high,adult,high,True,False,high,adult,high,True,True,mid
4451,Oldboy,old,R,Action,medium,high,low,high,low,adult,high,True,True,mid,adult,low,False,True,low
4452,Out of the Furnace,old,R,Action,medium,very-high,high,mid,low,adult,low,False,False,high,adult,high,True,False,mid
4453,Coherence,old,Unrated,Drama,short,very-high,high,low,mid,adult,low,False,False,none,adult,low,False,False,none
4454,Ender's Game,old,PG-13,Action,medium,very-high,high,very-high,mid,adult,low,False,False,mid,adult,high,True,True,high
4455,Anchorman 2: the Legend Continues,old,PG-13,Comedy,medium,very-high,low,high,high,adult,mid,False,False,mid,young,high,True,True,mid
4456,The World's End,old,R,Comedy,medium,very-high,high,mid,mid,adult,low,True,False,low,elderly,low,False,False,mid
4457,Stoker,old,R,Drama,medium,very-high,high,mid,mid,adult,mid,True,False,mid,adult,low,False,False,high
4458,The Mortal Instruments: City of Bones,old,PG-13,Action,long,very-high,low,very-high,mid,adult,mid,False,True,high,adult,low,False,False,mid
4459,Mama,old,PG-13,Other,medium,very-high,low,mid,high,adult,low,False,False,none,young,low,True,False,high
4460,Riddick,old,R,Action,medium,very-high,high,high,mid,adult,mid,False,False,mid,young,high,False,False,mid
4461,A Good Day to Die Hard,old,R,Action,medium,very-high,very-low,very-high,high,adult,mid,False,True,mid,adult,high,True,True,mid
4462,Escape Plan,old,R,Action,medium,very-high,high,high,mid,adult,mid,False,False,high,adult,high,True,True,mid
4463,The Wolverine,old,PG-13,Action,long,very-high,high,very-high,high,adult,high,True,False,mid,adult,high,True,False,mid
4464,Texas Chainsaw,old,R,Horror,medium,mid,very-low,mid,mid,adult,low,False,False,mid,elderly,low,False,False,none
4465,Despicable Me 2,old,PG,Animation,medium,very-high,high,very-high,high,adult,low,True,False,high,adult,high,True,True,high
4466,47 Ronin,old,PG-13,Action,long,very-high,low,very-high,low,adult,low,False,False,none,young,high,True,False,mid
4467,Adore,old,R,Drama,medium,mid,low,mid,low,adult,low,False,False,mid,adult,high,True,True,mid
4468,Machete Kills,old,R,Action,medium,high,low,mid,low,adult,high,False,True,high,adult,low,False,False,high
4469,Warm Bodies,old,PG-13,Comedy,medium,very-high,high,high,high,adult,low,True,False,mid,adult,low,False,False,none
4470,Percy Jackson: Sea of Monsters,old,PG,Adventure,medium,very-high,low,very-high,mid,adult,low,False,True,high,elderly,mid,True,False,mid
4471,Blue Jasmine,old,PG-13,Comedy,medium,very-high,high,mid,high,elderly,high,True,False,mid,young,high,True,False,mid
4472,Safe Haven,old,PG-13,Drama,medium,very-high,high,mid,high,elderly,high,True,False,mid,young,low,False,False,low
4473,Gangster Squad,old,R,Action,medium,very-high,high,very-high,mid,adult,low,True,False,mid,adult,high,True,True,mid
4474,August: Osage County,old,R,Comedy,long,high,high,mid,mid,adult,low,False,False,low,young,high,True,False,mid
4475,Locke,old,R,Drama,short,very-high,high,low,mid,adult,low,False,False,none,adult,mid,True,False,high
4476,Before Midnight,old,R,Drama,medium,very-high,very-high,low,high,adult,high,True,False,high,elderly,high,True,False,mid
4477,Begin Again,old,R,Comedy,medium,very-high,very-high,low,high,adult,low,True,False,high,adult,mid,True,False,mid
4478,Oculus,old,R,Horror,medium,very-high,high,low,high,adult,low,False,False,none,adult,low,False,False,none
4479,The Counselor,old,R,Crime,medium,high,very-low,mid,mid,elderly,high,True,False,mid,young,low,False,False,mid
4480,Parker,old,R,Action,medium,very-high,low,high,mid,elderly,high,True,False,mid,young,high,False,True,mid
4481,The Call,old,R,Crime,medium,very-high,high,mid,high,adult,mid,True,True,low,adult,mid,False,True,mid
4482,Scary Movie V,old,PG-13,Comedy,short,high,very-low,mid,high,adult,mid,False,False,mid,adult,low,False,False,none
4483,R.I.P.D.,old,PG-13,Action,medium,very-high,low,very-high,low,adult,mid,False,False,high,adult,mid,False,False,high
4484,Inside Llewyn Davis,old,R,Comedy,medium,very-high,very-high,mid,mid,adult,mid,True,False,high,adult,low,False,False,none
4485,The To Do List,old,R,Comedy,medium,mid,low,low,mid,adult,low,False,False,none,adult,low,False,False,high
4486,Carrie,old,R,Drama,medium,very-high,low,high,mid,adult,low,True,False,high,adult,low,False,False,none
4487,The Lone Ranger,old,PG-13,Action,long,very-high,high,very-high,mid,adult,high,True,False,high,young,high,True,False,mid
4488,The Host,old,PG-13,Action,long,very-high,low,high,mid,adult,mid,True,False,mid,young,low,False,False,mid
4489,Turbo,old,PG,Animation,medium,high,high,very-high,mid,adult,low,False,False,none,adult,mid,False,False,high
4490,What If,old,PG-13,Comedy,medium,high,high,mid,low,adult,low,False,False,low,young,high,True,False,high
4491,2 Guns,old,R,Action,medium,very-high,high,very-high,mid,adult,low,False,False,high,adult,high,True,False,mid
4492,Enough Said,old,PG-13,Comedy,medium,high,high,low,high,adult,low,False,False,high,young,low,False,False,none
4493,Side Effects,old,R,Crime,medium,very-high,high,high,mid,adult,high,True,True,mid,adult,low,False,False,low
4494,The Heat,old,R,Action,medium,very-high,high,high,high,adult,low,False,False,high,adult,high,False,True,high
4495,Insidious: Chapter 2,old,PG-13,Horror,medium,very-high,high,low,high,adult,mid,True,False,high,young,low,False,False,high
4496,Redemption,old,R,Action,medium,high,low,mid,low,adult,low,False,False,none,adult,high,False,True,mid
4497,Belle,old,PG,Biography,medium,mid,high,mid,mid,adult,low,False,False,none,adult,low,False,False,none
4498,After Earth,old,PG-13,Action,medium,very-high,very-low,very-high,mid,adult,high,True,True,high,adult,low,False,False,none
4499,Lee Daniels' The Butler,old,PG-13,Biography,long,very-high,high,high,high,adult,low,False,False,high,adult,low,False,False,low
4500,Only God Forgives,old,R,Action,medium,very-high,low,low,mid,adult,low,True,False,high,young,high,True,False,high
4501,RED 2,old,PG-13,Action,medium,very-high,high,very-high,mid,elderly,mid,False,True,mid,adult,high,True,True,mid
4502,Blood Ties,old,R,Action,long,mid,high,mid,low,adult,low,False,False,none,adult,high,False,False,mid
4503,Dead Man Down,old,R,Action,medium,high,high,high,low,adult,low,True,False,high,adult,high,True,False,mid
4504,The Spectacular Now,old,R,Comedy,medium,very-high,high,low,mid,adult,low,False,False,none,adult,low,False,False,none
4505,42,old,PG-13,Biography,long,high,very-high,high,mid,adult,mid,False,True,mid,adult,low,False,False,none
4506,The Last Stand,old,R,Action,medium,very-high,low,high,mid,adult,low,False,False,high,young,high,True,True,high
4507,Filth,old,R,Comedy,medium,very-high,high,low,mid,adult,low,False,False,none,adult,mid,True,False,high
4508,The Grand Seduction,old,PG-13,Comedy,medium,mid,high,mid,low,adult,low,False,False,none,elderly,low,False,False,mid
4509,Saving Mr. Banks,old,PG-13,Biography,long,very-high,very-high,high,high,adult,mid,True,False,high,adult,mid,True,False,high
4510,The Book Thief,old,PG-13,Drama,long,very-high,very-high,mid,high,adult,low,False,False,none,adult,low,False,False,none
4511,The Hangover Part III,old,R,Comedy,medium,very-high,low,very-high,high,adult,high,True,False,high,adult,mid,True,False,high
4512,Lovelace,old,R,Biography,medium,mid,low,mid,low,adult,low,False,False,none,young,low,False,False,mid
4513,The Bling Ring,old,R,Biography,medium,high,low,low,mid,adult,mid,True,False,high,adult,low,False,False,none
4514,The Family,old,R,Comedy,medium,very-high,low,high,mid,adult,mid,True,False,mid,young,high,True,True,mid
4515,The Wind Rises,old,PG-13,Animation,long,high,very-high,high,high,elderly,mid,True,False,high,young,low,False,False,none
4516,Life of Crime,old,R,Comedy,medium,mid,low,mid,low,adult,low,False,False,none,elderly,high,False,False,mid
4517,Beautiful Creatures,old,PG-13,Drama,long,high,low,very-high,mid,adult,low,True,False,high,adult,low,False,False,none
4518,Joe,old,R,Crime,medium,mid,high,low,low,adult,mid,False,False,mid,adult,high,True,True,mid
4519,Delivery Man,old,PG-13,Comedy,medium,high,high,mid,mid,adult,low,False,False,none,young,high,False,True,mid
4520,Grudge Match,old,PG-13,Comedy,medium,high,high,high,mid,adult,high,False,True,mid,adult,high,True,True,mid
4521,Planes,old,PG,Animation,medium,mid,low,high,high,adult,low,False,False,none,adult,low,False,False,none
4522,Cloudy with a Chance of Meatballs 2,old,PG,Animation,medium,high,high,very-high,high,adult,low,False,False,none,elderly,low,False,False,none
4523,Jack the Giant Slayer,old,PG-13,Adventure,medium,very-high,low,very-high,mid,adult,high,True,False,mid,adult,low,False,False,none
4524,Blue Ruin,old,R,Crime,medium,high,high,low,mid,adult,low,False,False,none,adult,low,False,False,none
4525,Epic,old,PG,Animation,medium,very-high,high,very-high,mid,adult,low,True,False,high,young,low,False,False,mid
4526,Dark Skies,old,PG-13,Horror,medium,high,low,low,high,adult,low,False,True,mid,adult,low,False,False,high
4527,Nebraska,old,R,Adventure,medium,very-high,very-high,mid,mid,adult,mid,True,False,high,young,low,False,False,none
4528,Labor Day,old,PG-13,Drama,medium,mid,high,mid,mid,adult,mid,True,False,high,adult,mid,True,False,mid
4529,Trance,old,R,Crime,medium,very-high,high,mid,mid,adult,high,True,False,high,elderly,mid,True,False,high
4530,Broken City,old,R,Action,medium,high,low,high,low,adult,low,False,False,none,adult,high,True,True,mid
4531,The Zero Theorem,old,R,Comedy,medium,mid,low,low,low,elderly,high,True,False,mid,adult,low,False,False,none
4532,All Is Lost,old,PG-13,Action,medium,high,high,low,mid,adult,low,False,False,high,adult,high,True,False,high
4533,Anna,old,R,Drama,medium,mid,high,low,low,adult,low,False,False,none,adult,low,False,False,none
4534,Third Person,old,R,Drama,long,mid,low,mid,low,elderly,low,True,False,high,elderly,high,True,True,high
4535,The Grandmaster,old,PG-13,Action,long,mid,high,high,mid,adult,mid,True,False,mid,adult,low,True,False,high
4536,The Incredible Burt Wonderstone,old,PG-13,Comedy,medium,high,low,high,low,elderly,low,False,False,none,elderly,high,True,True,high
4537,The Big Wedding,old,R,Comedy,short,mid,low,high,mid,adult,low,False,False,none,adult,high,True,True,mid
4538,Snitch,old,PG-13,Action,medium,high,high,mid,high,adult,low,False,False,none,adult,high,False,True,mid
4539,The Smurfs 2,old,PG,Animation,medium,mid,very-low,very-high,high,adult,high,False,True,high,elderly,low,False,False,none
4540,Last Vegas,old,PG-13,Comedy,medium,very-high,high,mid,high,adult,high,False,True,high,adult,high,True,True,mid
4541,Fruitvale Station,old,R,Biography,short,high,very-high,low,high,young,low,False,False,none,adult,low,False,False,none
4542,Bad Grandpa,old,R,Comedy,medium,high,high,mid,high,adult,low,False,False,none,elderly,low,False,False,none
4543,Philomena,old,PG-13,Biography,medium,high,very-high,mid,high,elderly,high,True,True,low,young,mid,False,True,high
4544,The Canyons,old,R,Drama,medium,mid,very-low,low,mid,elderly,high,True,True,low,adult,mid,False,True,mid
4545,Jobs,old,PG-13,Biography,long,high,low,mid,high,adult,low,False,False,none,elderly,high,True,True,high
4546,The Immigrant,old,R,Drama,long,mid,high,mid,low,adult,mid,False,False,mid,young,low,True,False,high
4547,21 & Over,old,R,Comedy,medium,high,low,mid,high,young,low,False,False,none,adult,low,False,False,none
4548,Runner Runner,old,R,Crime,short,high,low,high,mid,young,low,False,False,mid,adult,high,True,True,mid
4549,A Haunted House,old,R,Comedy,short,mid,very-low,low,high,adult,low,False,False,none,young,mid,False,False,mid
4550,How I Live Now,old,R,Action,medium,mid,high,low,low,adult,low,True,False,high,adult,low,False,False,mid
4551,Upstream Color,old,Unrated,Drama,medium,mid,high,low,high,adult,low,False,False,high,adult,low,False,False,none
4552,Parkland,old,PG-13,Drama,medium,mid,high,mid,low,adult,low,False,False,none,young,mid,False,True,high
4553,Paranoia,old,PG-13,Drama,medium,mid,low,high,low,adult,high,False,False,high,adult,low,False,False,none
4554,The Past,old,PG-13,Drama,long,mid,very-high,mid,mid,adult,low,True,False,high,young,low,False,False,none
4555,The Fifth Estate,old,R,Biography,long,mid,low,mid,low,adult,high,True,True,mid,young,low,False,False,none
4556,Bad Words,old,R,Comedy,short,mid,high,mid,low,adult,low,False,False,none,adult,mid,True,True,mid
4557,Man of Tai Chi,old,R,Action,medium,mid,low,mid,low,adult,low,False,False,none,adult,low,False,False,none
4558,The East,old,PG-13,Crime,medium,mid,high,low,low,adult,low,False,False,high,adult,low,False,False,high
4559,The Lunchbox,old,PG,Drama,medium,high,very-high,low,high,adult,low,False,False,none,adult,low,False,False,none
4560,Getaway,old,PG-13,Action,medium,mid,very-low,mid,low,adult,low,False,True,mid,adult,high,True,False,mid
4561,Guardians of the Galaxy,old,PG-13,Action,long,very-high,very-high,very-high,high,adult,mid,False,True,mid,adult,low,False,False,none
4562,Interstellar,old,PG-13,Adventure,long,very-high,very-high,very-high,high,adult,high,True,False,high,adult,high,True,True,mid
4563,John Wick,old,R,Action,medium,very-high,very-high,mid,high,adult,low,False,False,none,adult,high,True,False,mid
4564,Edge of Tomorrow,old,PG-13,Action,medium,very-high,very-high,very-high,mid,adult,high,True,False,high,adult,high,True,True,high
4565,Gone Girl,old,R,Drama,long,very-high,very-high,very-high,high,adult,high,True,False,high,adult,high,True,True,mid
4566,Captain America: The Winter Soldier,old,PG-13,Action,long,very-high,very-high,very-high,high,adult,low,False,False,mid,adult,low,False,False,mid
4567,The Grand Budapest Hotel,old,R,Adventure,medium,very-high,very-high,mid,high,adult,high,True,False,mid,adult,high,True,True,mid
4568,Whiplash,old,R,Drama,medium,very-high,very-high,low,high,young,low,False,False,none,adult,low,False,False,high
4569,Kingsman: The Secret Service,old,R,Action,long,very-high,very-high,very-high,high,adult,mid,True,False,mid,adult,mid,True,True,high
4570,Ex Machina,old,R,Drama,medium,very-high,very-high,mid,mid,adult,low,False,False,none,young,low,False,False,none
4571,Divergent,old,PG-13,Action,long,very-high,high,very-high,high,adult,low,True,False,high,adult,low,False,False,none
4572,Nightcrawler,old,R,Crime,medium,very-high,very-high,low,high,adult,low,False,False,none,young,high,True,False,mid
4573,The Hobbit: The Battle of the Five Armies,old,PG-13,Adventure,long,very-high,very-high,very-high,high,adult,high,True,False,high,young,mid,True,False,mid
4574,The Equalizer,old,R,Action,long,very-high,high,high,high,adult,high,True,False,mid,adult,high,True,False,mid
4575,The Maze Runner,old,PG-13,Action,medium,very-high,high,high,high,adult,low,False,False,none,elderly,low,False,False,low
4576,Lucy,old,R,Action,short,very-high,high,high,high,adult,mid,True,False,mid,elderly,high,True,False,mid
4577,Chef,old,R,Adventure,medium,very-high,high,mid,high,adult,high,True,False,mid,young,low,False,False,none
4578,What We Do in the Shadows,old,R,Comedy,short,very-high,very-high,low,high,adult,low,False,False,none,adult,low,False,False,none
4579,The Imitation Game,old,PG-13,Biography,medium,very-high,very-high,mid,high,adult,low,False,False,none,adult,low,False,False,low
4580,Fury,old,R,Action,long,very-high,very-high,very-high,high,adult,mid,True,False,high,adult,high,True,False,mid
4581,X-Men: Days of Future Past,old,PG-13,Action,long,very-high,very-high,very-high,high,adult,high,True,False,mid,adult,high,True,False,mid
4582,Predestination,old,R,Action,medium,very-high,very-high,low,low,adult,low,False,False,mid,adult,high,True,True,high
4583,The Purge: Anarchy,old,R,Action,medium,very-high,high,low,high,adult,low,False,False,high,elderly,low,False,False,none
4584,Birdman or (The Unexpected Virtue of Ignorance),old,R,Comedy,medium,very-high,very-high,mid,high,adult,mid,True,False,high,adult,high,True,True,high
4585,It Follows,old,R,Horror,medium,very-high,high,low,high,adult,low,False,False,none,adult,low,False,False,none
4586,Blended,old,PG-13,Comedy,medium,very-high,high,high,high,adult,high,False,True,high,elderly,high,True,True,mid
4587,Hercules,old,PG-13,Action,medium,very-high,low,very-high,mid,adult,high,False,False,mid,young,high,False,True,mid
4588,The Judge,old,R,Crime,long,very-high,very-high,high,mid,adult,mid,False,False,mid,adult,high,True,False,high
4589,Annie,old,PG,Comedy,medium,mid,very-low,very-high,mid,adult,mid,False,False,high,adult,low,False,False,high
4590,Godzilla,old,PG-13,Action,long,very-high,high,very-high,high,adult,low,False,False,high,adult,mid,True,False,mid
4591,The Giver,old,PG-13,Drama,medium,very-high,high,mid,mid,elderly,high,True,True,mid,young,low,False,False,none
4592,300: Rise of an Empire,old,R,Action,medium,very-high,low,very-high,high,adult,low,False,False,none,young,low,False,False,none
4593,American Sniper,old,R,Action,long,very-high,high,high,high,elderly,high,True,False,high,young,mid,True,False,high
4594,Big Hero 6,old,PG,Animation,medium,very-high,very-high,very-high,high,adult,low,False,False,none,adult,low,False,False,none
4595,The Amazing Spider-Man 2,old,PG-13,Action,long,very-high,high,very-high,high,adult,low,True,False,high,adult,low,False,False,high
4596,Maleficent,old,PG,Action,medium,very-high,high,very-high,high,adult,low,False,False,none,young,high,True,False,mid
4597,Into the Woods,old,PG,Adventure,long,very-high,low,high,high,adult,mid,False,False,high,adult,low,False,False,high
4598,Unbroken,old,PG-13,Action,long,very-high,high,very-high,mid,adult,low,False,False,none,adult,low,False,False,none
4599,The Lego Movie,old,PG,Animation,medium,very-high,very-high,very-high,high,adult,low,False,False,none,young,low,False,False,none
4600,The Hunger Games: Mockingjay - Part 1,old,PG-13,Action,long,very-high,high,very-high,high,adult,mid,True,False,high,young,mid,True,False,high
4601,Tusk,old,R,Comedy,medium,mid,very-low,low,low,adult,high,True,False,high,adult,low,False,True,high
4602,Night at the Museum: Secret of the Tomb,old,PG,Adventure,medium,very-high,low,very-high,mid,adult,high,False,False,high,young,high,False,True,high
4603,The Fault in Our Stars,old,PG-13,Drama,long,very-high,very-high,mid,high,adult,low,False,False,none,adult,low,False,False,none
4604,"As Above, So Below",old,R,Horror,medium,high,low,low,high,adult,low,False,False,high,adult,low,False,False,none
4605,Annabelle,old,R,Horror,medium,very-high,very-low,low,high,adult,low,False,True,mid,adult,low,False,False,none
4606,Boyhood,old,R,Drama,long,very-high,very-high,low,high,adult,high,True,False,high,young,low,False,False,none
4607,The Theory of Everything,old,PG-13,Biography,long,very-high,very-high,mid,high,adult,low,False,False,none,young,low,False,False,none
4608,The Expendables 3,old,PG-13,Action,long,very-high,low,very-high,mid,elderly,low,False,False,none,adult,high,True,True,mid
4609,The Interview,old,R,Action,medium,very-high,high,high,low,adult,low,False,False,high,young,mid,True,False,high
4610,The Drop,old,R,Crime,medium,very-high,high,mid,mid,adult,low,False,False,none,adult,mid,True,False,high
4611,Transformers: Age of Extinction,old,PG-13,Action,long,very-high,low,very-high,high,adult,high,True,False,high,elderly,high,True,True,mid
4612,Inherent Vice,old,R,Comedy,long,high,high,mid,low,adult,high,True,False,mid,adult,high,True,False,mid
4613,Neighbors,old,R,Comedy,medium,very-high,low,mid,high,adult,mid,False,False,mid,adult,mid,False,False,high
4614,The Babadook,old,Unrated,Drama,medium,very-high,high,low,high,adult,low,False,False,none,adult,low,False,False,none
4615,Sex Tape,old,R,Comedy,medium,very-high,very-low,high,high,adult,mid,False,False,high,adult,low,False,False,mid
4616,The Other Woman,old,PG-13,Comedy,medium,very-high,low,high,high,adult,mid,True,False,mid,adult,high,True,True,high
4617,Wild Tales,old,R,Comedy,long,very-high,very-high,low,high,adult,low,False,False,none,adult,low,False,False,none
4618,Wild,old,R,Adventure,medium,very-high,high,mid,high,adult,low,True,False,high,adult,high,False,True,mid
4619,Foxcatcher,old,R,Biography,long,very-high,high,mid,low,adult,low,True,False,high,adult,high,True,True,high
4620,The Guest,old,R,Action,medium,high,high,low,low,adult,low,False,False,high,adult,low,False,False,none
4621,Teenage Mutant Ninja Turtles,old,PG-13,Action,medium,very-high,low,very-high,high,adult,mid,False,True,high,adult,low,False,True,mid
4622,RoboCop,old,PG-13,Action,medium,very-high,low,very-high,mid,adult,low,True,False,high,adult,low,False,False,none
4623,22 Jump Street,old,R,Action,medium,very-high,high,high,high,adult,low,False,False,high,adult,mid,False,False,high
4624,Dawn of the Planet of the Apes,old,PG-13,Action,long,very-high,very-high,very-high,high,adult,mid,False,True,mid,young,mid,True,True,mid
4625,Sin City: A Dame to Kill for,old,R,Action,medium,very-high,high,very-high,low,adult,low,True,True,mid,adult,high,True,True,mid
4626,Brick Mansions,old,PG-13,Action,medium,mid,low,mid,mid,adult,low,False,False,none,adult,high,False,True,mid
4627,Vampire Academy,old,PG-13,Action,medium,high,low,high,low,adult,high,False,False,high,adult,low,False,False,none
4628,The Monuments Men,old,PG-13,Comedy,medium,very-high,low,very-high,mid,adult,mid,True,False,high,elderly,high,True,False,high
4629,Honeymoon,old,R,Drama,short,mid,low,low,low,adult,low,False,False,none,adult,low,False,False,none
4630,Dumb and Dumber to,old,PG-13,Comedy,medium,very-high,low,high,high,adult,high,False,True,mid,young,high,True,False,high
4631,How to Train Your Dragon 2,old,PG,Animation,medium,very-high,very-high,very-high,high,adult,low,True,False,high,adult,low,True,False,mid
4632,Noah,old,PG-13,Action,long,very-high,low,very-high,mid,adult,mid,True,False,high,young,high,True,True,mid
4633,A Walk Among the Tombstones,old,R,Action,medium,very-high,high,mid,mid,adult,low,False,False,low,adult,high,True,True,high
